Strike,Last,Theor.,IV,Delta,Gamma,Theta,Vega,Rho,Volume,"Open Int",Vol/OI,Type,"Last Trade","Avg IV"
"5,635.00",219.50,221.20,17.61%,0.55144,0.00079,-1.39768,11.27195,7.40471,0,7,0.00,Call,03/11/25,17.95%
"5,640.00",216.50,218.10,17.56%,0.54755,0.00079,-1.39376,11.28575,7.35636,18,285,0.06,Call,"15:30 ET",17.95%
"5,645.00",234.87,215.10,17.52%,0.54362,0.00080,-1.39016,11.29855,7.30738,0,33,0.00,Call,03/17/25,17.95%
"5,650.00",214.50,212.00,17.47%,0.53968,0.00080,-1.38581,11.31028,7.25841,625,"21,763",0.03,Call,"16:08 ET",17.95%
"5,655.00",207.00,209.00,17.42%,0.53572,0.00080,-1.38177,11.32097,7.20884,428,38,11.26,Call,"13:03 ET",17.95%
"5,660.00",203.00,206.05,17.38%,0.53174,0.00080,-1.37777,11.33057,7.15884,"2,561",0,0.00,Call,"15:53 ET",17.95%
"5,665.00",205.00,203.10,17.33%,0.52773,0.00081,-1.37355,11.33908,7.10856,"4,101",2,"2,050.50",Call,"16:04 ET",17.95%
"5,670.00",203.00,200.20,17.29%,0.52371,0.00081,-1.36938,11.34647,7.05788,"7,046",14,503.29,Call,"16:10 ET",17.95%
"5,675.00",199.40,197.25,17.24%,0.51967,0.00081,-1.36471,11.35274,7.00700,"2,844","1,849",1.54,Call,"16:14 ET",17.95%
"5,680.00",197.00,194.30,17.19%,0.51560,0.00081,-1.35982,11.35787,6.95579,"1,075",83,12.95,Call,"16:09 ET",17.95%
"5,685.00",191.15,191.15,17.12%,0.51149,0.00082,-1.35365,11.36185,6.90441,107,47,2.28,Call,"15:30 ET",17.95%
"5,690.00",186.15,188.50,17.10%,0.50741,0.00082,-1.34989,11.36460,6.85228,853,333,2.56,Call,"15:37 ET",17.95%
"5,695.00",184.70,185.60,17.05%,0.50328,0.00082,-1.34457,11.36617,6.80002,457,"1,905",0.24,Call,"15:56 ET",17.95%
"5,700.00",184.93,182.90,17.01%,0.49916,0.00082,-1.34009,11.36653,6.74741,"14,747","18,822",0.78,Call,"16:13 ET",17.95%
"5,705.00",179.90,179.90,16.95%,0.49496,0.00083,-1.33378,11.36565,6.69445,783,616,1.27,Call,"15:18 ET",17.95%
"5,710.00",179.35,177.25,16.92%,0.49081,0.00083,-1.32910,11.36354,6.64128,33,"1,607",0.02,Call,"16:04 ET",17.95%
"5,715.00",199.00,174.40,16.86%,0.48660,0.00083,-1.32312,11.36014,6.58767,0,761,0.00,Call,03/17/25,17.95%
"5,720.00",210.00,171.70,16.82%,0.48240,0.00083,-1.31771,11.35549,6.53387,0,"1,780",0.00,Call,03/17/25,17.95%
"5,725.00",195.50,169.00,16.78%,0.47817,0.00083,-1.31205,11.34954,6.47976,0,"2,227",0.00,Call,03/17/25,17.95%
"5,730.00",188.25,166.20,16.72%,0.47390,0.00084,-1.30562,11.34222,6.42514,20,237,0.08,Call,"07:05 ET",17.95%
"5,735.00",184.55,163.50,16.68%,0.46963,0.00084,-1.29949,11.33360,6.37035,20,948,0.02,Call,"06:55 ET",17.95%
"5,740.00",187.00,160.85,16.63%,0.46535,0.00084,-1.29338,11.32366,6.31533,0,396,0.00,Call,03/17/25,17.95%
"5,745.00",186.00,158.15,16.58%,0.46103,0.00084,-1.28676,11.31229,6.25984,0,"1,346",0.00,Call,03/17/25,17.95%
"5,750.00",193.00,155.65,16.55%,0.45677,0.00084,-1.28101,11.29975,6.20462,0,"11,091",0.00,Call,03/17/25,17.95%
"5,755.00",190.00,152.95,16.49%,0.45240,0.00084,-1.27389,11.28555,6.14841,0,689,0.00,Call,03/17/25,17.95%
"5,760.00",147.60,150.40,16.45%,0.44807,0.00084,-1.26736,11.27012,6.09237,7,210,0.03,Call,"12:56 ET",17.95%
"5,765.00",185.90,147.80,16.40%,0.44369,0.00085,-1.26031,11.25316,6.03579,0,39,0.00,Call,03/17/25,17.95%
"5,770.00",181.89,145.25,16.35%,0.43931,0.00085,-1.25328,11.23480,5.97905,0,143,0.00,Call,03/17/25,17.95%
"5,775.00",139.97,142.85,16.32%,0.43499,0.00085,-1.24686,11.21532,5.92271,50,"1,425",0.04,Call,"11:47 ET",17.95%
"5,780.00",174.60,140.25,16.26%,0.43054,0.00085,-1.23904,11.19383,5.86501,0,32,0.00,Call,03/17/25,17.95%
"5,785.00",125.00,137.75,16.21%,0.42611,0.00085,-1.23154,11.17105,5.80744,0,76,0.00,Call,03/13/25,17.95%
"5,790.00",133.53,135.35,16.17%,0.42172,0.00085,-1.22437,11.14703,5.75011,9,55,0.16,Call,"11:20 ET",17.95%
"5,795.00",141.50,132.90,16.12%,0.41727,0.00085,-1.21665,11.12129,5.69212,0,218,0.00,Call,03/12/25,17.95%
"5,800.00",132.29,130.45,16.07%,0.41280,0.00085,-1.20866,11.09394,5.63374,"1,821","23,336",0.08,Call,"16:07 ET",17.95%
"5,805.00",139.50,128.10,16.03%,0.40836,0.00085,-1.20102,11.06539,5.57569,0,16,0.00,Call,03/12/25,17.95%
"5,810.00",126.30,126.30,16.04%,0.40430,0.00085,-1.19646,11.03793,5.52152,15,255,0.06,Call,"10:28 ET",17.95%
"5,815.00",125.00,123.45,15.94%,0.39946,0.00085,-1.18525,11.00370,5.45893,27,72,0.38,Call,"16:11 ET",17.95%
"5,820.00",107.39,121.05,15.89%,0.39491,0.00085,-1.17652,10.96994,5.39938,0,218,0.00,Call,03/13/25,17.95%
"5,825.00",135.00,118.75,15.84%,0.39042,0.00085,-1.16813,10.93504,5.34026,0,"2,527",0.00,Call,03/17/25,17.95%
"5,830.00",119.88,116.55,15.81%,0.38597,0.00085,-1.16011,10.89908,5.28169,30,112,0.27,Call,"10:43 ET",17.95%
"5,835.00",103.46,114.25,15.75%,0.38142,0.00085,-1.15119,10.86075,5.22182,0,356,0.00,Call,03/13/25,17.95%
"5,840.00",102.50,112.05,15.71%,0.37693,0.00085,-1.14264,10.82138,5.16254,0,110,0.00,Call,03/13/25,17.95%
"5,845.00",90.46,109.85,15.67%,0.37241,0.00085,-1.13382,10.78026,5.10288,0,25,0.00,Call,03/13/25,17.95%
"5,850.00",106.80,107.70,15.62%,0.36792,0.00085,-1.12507,10.73780,5.04339,385,"12,029",0.03,Call,"13:25 ET",17.95%
"5,855.00",139.75,105.55,15.58%,0.36339,0.00085,-1.11604,10.69356,4.98353,0,52,0.00,Call,03/17/25,17.95%
"5,860.00",101.30,103.45,15.53%,0.35889,0.00085,-1.10708,10.64800,4.92388,5,58,0.09,Call,"11:34 ET",17.95%
"5,865.00",121.08,101.35,15.49%,0.35437,0.00084,-1.09785,10.60062,4.86385,0,100,0.00,Call,03/17/25,17.95%
"5,870.00",97.60,99.30,15.45%,0.34987,0.00084,-1.08869,10.55196,4.80407,3,244,0.01,Call,"11:34 ET",17.95%
"5,875.00",96.86,96.86,15.36%,0.34492,0.00084,-1.07655,10.49665,4.73880,259,"2,493",0.10,Call,"14:46 ET",17.95%
"5,880.00",107.09,95.20,15.35%,0.34079,0.00084,-1.06956,10.44907,4.68340,0,507,0.00,Call,03/17/25,17.95%
"5,885.00",91.05,93.20,15.31%,0.33627,0.00084,-1.05993,10.39541,4.62315,3,26,0.12,Call,"12:44 ET",17.95%
"5,890.00",90.96,91.25,15.27%,0.33178,0.00083,-1.05038,10.34056,4.56325,0,86,0.00,Call,03/14/25,17.95%
"5,895.00",83.70,89.30,15.22%,0.32727,0.00083,-1.04057,10.28379,4.50297,0,164,0.00,Call,03/13/25,17.95%
"5,900.00",87.20,87.20,15.16%,0.32254,0.00083,-1.02938,10.22263,4.44001,615,"16,159",0.04,Call,"14:48 ET",17.95%
"5,905.00",83.39,85.50,15.14%,0.31828,0.00083,-1.02085,10.16605,4.38283,7,73,0.10,Call,"11:00 ET",17.95%
"5,910.00",69.47,83.60,15.09%,0.31375,0.00083,-1.01058,10.10422,4.32219,0,215,0.00,Call,03/13/25,17.95%
"5,915.00",78.26,81.80,15.05%,0.30932,0.00082,-1.00079,10.04224,4.26282,1,47,0.02,Call,"12:52 ET",17.95%
"5,920.00",80.20,80.20,15.03%,0.30515,0.00082,-0.99228,9.98232,4.20655,3,176,0.02,Call,"14:54 ET",17.95%
"5,925.00",74.69,78.20,14.97%,0.30040,0.00082,-0.98041,9.91245,4.14304,16,"1,585",0.01,Call,"11:06 ET",17.95%
"5,930.00",70.55,76.45,14.93%,0.29597,0.00081,-0.97020,9.84561,4.08349,0,157,0.00,Call,03/13/25,17.95%
"5,935.00",86.37,74.70,14.88%,0.29151,0.00081,-0.95973,9.77677,4.02359,0,51,0.00,Call,03/14/25,17.95%
"5,940.00",67.00,73.00,14.84%,0.28711,0.00081,-0.94938,9.70707,3.96427,0,200,0.00,Call,03/13/25,17.95%
"5,945.00",62.20,71.30,14.80%,0.28268,0.00080,-0.93876,9.63534,3.90459,0,52,0.00,Call,03/13/25,17.95%
"5,950.00",70.30,70.30,14.83%,0.27932,0.00080,-0.93369,9.57989,3.85862,206,"7,225",0.03,Call,"16:14 ET",17.95%
"5,955.00",77.55,68.05,14.72%,0.27398,0.00079,-0.91797,9.48969,3.78719,0,143,0.00,Call,03/17/25,17.95%
"5,960.00",64.20,66.45,14.68%,0.26964,0.00079,-0.90738,9.41453,3.72850,93,45,2.07,Call,"15:12 ET",17.95%
"5,965.00",77.10,64.85,14.64%,0.26527,0.00079,-0.89653,9.33732,3.66946,0,55,0.00,Call,03/12/25,17.95%
"5,970.00",61.20,63.30,14.60%,0.26096,0.00078,-0.88584,9.25954,3.61116,7,128,0.05,Call,"14:30 ET",17.95%
"5,975.00",59.50,61.80,14.56%,0.25672,0.00078,-0.87534,9.18133,3.55366,276,"3,476",0.08,Call,"15:47 ET",17.95%
"5,980.00",58.60,60.25,14.52%,0.25236,0.00077,-0.86412,9.09941,3.49468,28,416,0.07,Call,"15:06 ET",17.95%
"5,985.00",60.40,58.80,14.48%,0.24816,0.00077,-0.85354,9.01882,3.43769,7,97,0.07,Call,"09:50 ET",17.95%
"5,990.00",77.45,57.35,14.45%,0.24394,0.00076,-0.84270,8.93621,3.38038,0,96,0.00,Call,03/17/25,17.95%
"5,995.00",54.84,55.95,14.41%,0.23979,0.00076,-0.83208,8.85344,3.32399,63,85,0.74,Call,"11:44 ET",17.95%
"6,000.00",53.70,54.55,14.37%,0.23562,0.00075,-0.82120,8.76866,3.26730,"2,865","88,164",0.03,Call,"15:59 ET",17.95%
"6,005.00",51.30,53.15,14.33%,0.23143,0.00075,-0.81006,8.68179,3.21028,13,135,0.10,Call,"11:23 ET",17.95%
"6,010.00",67.50,51.75,14.29%,0.22722,0.00074,-0.79866,8.59279,3.15293,0,209,0.00,Call,03/17/25,17.95%
"6,015.00",56.50,50.45,14.26%,0.22318,0.00074,-0.78797,8.50596,3.09788,0,205,0.00,Call,03/14/25,17.95%
"6,020.00",62.57,49.15,14.22%,0.21912,0.00073,-0.77705,8.41715,3.04256,0,233,0.00,Call,03/12/25,17.95%
"6,025.00",57.00,47.90,14.19%,0.21515,0.00072,-0.76638,8.32867,2.98833,0,"4,491",0.00,Call,03/17/25,17.95%
"6,030.00",46.00,46.65,14.15%,0.21116,0.00072,-0.75547,8.23820,2.93383,4,135,0.03,Call,"15:55 ET",17.95%
"6,035.00",43.70,45.40,14.11%,0.20715,0.00071,-0.74431,8.14569,2.87903,33,80,0.41,Call,"15:38 ET",17.95%
"6,040.00",56.80,44.20,14.08%,0.20322,0.00071,-0.73343,8.05370,2.82540,0,258,0.00,Call,03/17/25,17.95%
"6,045.00",56.80,43.00,14.04%,0.19928,0.00070,-0.72232,7.95969,2.77149,0,57,0.00,Call,03/17/25,17.95%
"6,050.00",40.20,41.90,14.01%,0.19555,0.00069,-0.71204,7.86924,2.72037,"1,506","10,829",0.14,Call,"15:40 ET",17.95%
"6,055.00",56.90,40.70,13.97%,0.19157,0.00069,-0.70044,7.77110,2.66586,0,34,0.00,Call,03/17/25,17.95%
"6,060.00",43.92,39.60,13.94%,0.18780,0.00068,-0.68970,7.67674,2.61421,1,375,0.00,Call,"09:34 ET",17.95%
"6,065.00",64.60,38.50,13.90%,0.18401,0.00067,-0.67873,7.58041,2.56229,0,104,0.00,Call,03/10/25,17.95%
"6,070.00",43.20,37.50,13.87%,0.18046,0.00067,-0.66869,7.48854,2.51344,0,248,0.00,Call,03/17/25,17.95%
"6,075.00",35.50,36.45,13.84%,0.17676,0.00066,-0.65784,7.39158,2.46268,"1,250","3,964",0.32,Call,"11:21 ET",17.95%
"6,080.00",36.30,35.40,13.80%,0.17305,0.00065,-0.64676,7.29260,2.41165,4,243,0.02,Call,"09:50 ET",17.95%
"6,085.00",32.15,34.45,13.78%,0.16957,0.00064,-0.63666,7.19865,2.36385,0,141,0.00,Call,03/13/25,17.95%
"6,090.00",40.82,33.45,13.74%,0.16595,0.00064,-0.62574,7.09930,2.31406,0,138,0.00,Call,03/14/25,17.95%
"6,095.00",31.50,32.50,13.71%,0.16244,0.00063,-0.61522,7.00170,2.26582,2,60,0.03,Call,"12:44 ET",17.95%
"6,100.00",29.70,31.60,13.68%,0.15906,0.00062,-0.60510,6.90608,2.21917,78,"17,307",0.00,Call,"14:11 ET",17.95%
"6,105.00",30.20,30.70,13.65%,0.15566,0.00061,-0.59479,6.80875,2.17235,0,45,0.00,Call,03/13/25,17.95%
"6,110.00",33.01,29.80,13.62%,0.15225,0.00061,-0.58427,6.70956,2.12529,1,235,0.00,Call,"09:34 ET",17.95%
"6,115.00",27.10,28.95,13.60%,0.14896,0.00060,-0.57420,6.61272,2.07993,52,64,0.81,Call,"14:11 ET",17.95%
"6,120.00",35.35,28.15,13.57%,0.14580,0.00059,-0.56460,6.51851,2.03635,0,317,0.00,Call,03/17/25,17.95%
"6,125.00",26.90,26.90,13.48%,0.14130,0.00058,-0.54866,6.38206,1.97450,3,"3,311",0.00,Call,"10:04 ET",17.95%
"6,130.00",26.42,26.42,13.50%,0.13907,0.00058,-0.54304,6.31332,1.94341,3,343,0.01,Call,"10:00 ET",17.95%
"6,135.00",26.05,26.05,13.54%,0.13717,0.00057,-0.53886,6.25446,1.91692,3,66,0.05,Call,"09:59 ET",17.95%
"6,140.00",25.10,25.10,13.48%,0.13352,0.00056,-0.52643,6.13981,1.86653,2,169,0.01,Call,"12:12 ET",17.95%
"6,145.00",24.00,24.15,13.42%,0.12983,0.00055,-0.51372,6.02237,1.81569,0,183,0.00,Call,03/13/25,17.95%
"6,150.00",22.90,23.50,13.41%,0.12707,0.00055,-0.50513,5.93300,1.77734,216,"11,519",0.02,Call,"12:46 ET",17.95%
"6,155.00",25.56,22.75,13.37%,0.12397,0.00054,-0.49491,5.83183,1.73454,1,150,0.01,Call,"09:32 ET",17.95%
"6,160.00",27.12,22.05,13.35%,0.12103,0.00053,-0.48524,5.73424,1.69373,0,345,0.00,Call,03/14/25,17.95%
"6,170.00",25.10,20.70,13.29%,0.11526,0.00051,-0.46612,5.53967,1.61381,0,120,0.00,Call,03/14/25,17.95%
"6,175.00",19.98,19.98,13.25%,0.11221,0.00051,-0.45559,5.43464,1.57149,7,"2,110",0.00,Call,"10:04 ET",17.95%
"6,180.00",19.50,19.50,13.25%,0.10996,0.00050,-0.44868,5.35642,1.54021,8,192,0.04,Call,"12:42 ET",17.95%
"6,190.00",17.73,18.30,13.20%,0.10462,0.00048,-0.43061,5.16767,1.46610,31,192,0.16,Call,"14:24 ET",17.95%
"6,200.00",17.00,17.00,13.12%,0.09888,0.00047,-0.41020,4.95958,1.38638,"1,564","20,558",0.08,Call,"15:55 ET",17.95%
"6,210.00",17.85,16.15,13.12%,0.09473,0.00045,-0.39680,4.80591,1.32857,1,292,0.00,Call,"09:34 ET",17.95%
"6,220.00",19.99,15.15,13.08%,0.09001,0.00044,-0.38032,4.62763,1.26291,0,606,0.00,Call,03/17/25,17.95%
"6,225.00",14.40,14.40,13.00%,0.08668,0.00043,-0.36737,4.49949,1.21670,275,"2,496",0.11,Call,"12:49 ET",17.95%
"6,230.00",21.00,14.20,13.04%,0.08545,0.00042,-0.36421,4.45180,1.19948,0,397,0.00,Call,03/11/25,17.95%
"6,240.00",15.80,13.30,13.00%,0.08106,0.00041,-0.34848,4.27870,1.13829,0,565,0.00,Call,03/13/25,17.95%
"6,250.00",12.75,12.75,13.04%,0.07805,0.00039,-0.33893,4.15786,1.09614,5,"15,925",0.00,Call,"09:53 ET",17.95%
"6,260.00",12.89,11.70,12.94%,0.07301,0.00038,-0.31936,3.95168,1.02596,1,553,0.00,Call,"09:34 ET",17.95%
"6,270.00",16.24,11.00,12.92%,0.06937,0.00036,-0.30613,3.79955,0.97511,0,530,0.00,Call,03/17/25,17.95%
"6,275.00",10.41,10.41,12.84%,0.06652,0.00035,-0.29443,3.67850,0.93543,5,"8,352",0.00,Call,"12:08 ET",17.95%
"6,280.00",13.05,10.30,12.89%,0.06572,0.00035,-0.29249,3.64392,0.92405,0,421,0.00,Call,03/17/25,17.95%
"6,290.00",9.70,9.70,12.88%,0.06248,0.00034,-0.28054,3.50354,0.87875,1,355,0.00,Call,"12:41 ET",17.95%
"6,300.00",9.15,9.15,12.87%,0.05945,0.00032,-0.26935,3.37023,0.83642,328,"14,227",0.02,Call,"16:06 ET",17.95%
"6,310.00",11.65,8.45,12.81%,0.05574,0.00031,-0.25452,3.20379,0.78459,0,372,0.00,Call,03/12/25,17.95%
"6,320.00",9.53,7.95,12.80%,0.05292,0.00030,-0.24375,3.07483,0.74507,0,251,0.00,Call,03/17/25,17.95%
"6,325.00",9.35,7.70,12.79%,0.05151,0.00029,-0.23826,3.00949,0.72529,0,"2,184",0.00,Call,03/14/25,17.95%
"6,330.00",9.45,7.45,12.78%,0.05010,0.00028,-0.23269,2.94352,0.70548,0,265,0.00,Call,03/17/25,17.95%
"6,340.00",7.30,7.00,12.77%,0.04750,0.00027,-0.22252,2.82088,0.66906,0,681,0.00,Call,03/14/25,17.95%
"6,350.00",6.25,6.60,12.77%,0.04514,0.00026,-0.21330,2.70770,0.63592,36,"9,979",0.00,Call,"14:42 ET",17.95%
"6,360.00",7.65,6.15,12.74%,0.04253,0.00025,-0.20261,2.58078,0.59935,0,284,0.00,Call,03/17/25,17.95%
"6,370.00",8.30,5.80,12.75%,0.04041,0.00024,-0.19416,2.47590,0.56955,0,183,0.00,Call,03/12/25,17.95%
"6,375.00",5.60,5.60,12.74%,0.03922,0.00023,-0.18922,2.41662,0.55290,50,"2,445",0.02,Call,"12:19 ET",17.95%
"6,380.00",7.20,5.45,12.74%,0.03828,0.00023,-0.18551,2.36953,0.53974,0,246,0.00,Call,03/11/25,17.95%
"6,390.00",4.91,5.10,12.73%,0.03616,0.00022,-0.17665,2.26148,0.50990,0,276,0.00,Call,03/13/25,17.95%
"6,400.00",4.80,4.80,12.73%,0.03429,0.00021,-0.16891,2.16499,0.48360,9,"18,082",0.00,Call,"11:02 ET",17.95%
"6,410.00",6.50,4.50,12.72%,0.03241,0.00020,-0.16099,2.06711,0.45727,0,271,0.00,Call,03/12/25,17.95%
"6,420.00",5.20,4.25,12.73%,0.03080,0.00019,-0.15428,1.98194,0.43464,0,435,0.00,Call,03/12/25,17.95%
"6,425.00",4.00,4.00,12.67%,0.02933,0.00019,-0.14734,1.90288,0.41394,330,"5,041",0.07,Call,"15:10 ET",17.95%
"6,430.00",3.80,3.95,12.71%,0.02893,0.00018,-0.14601,1.88127,0.40828,0,251,0.00,Call,03/13/25,17.95%
"6,440.00",4.60,3.75,12.73%,0.02759,0.00018,-0.14044,1.80855,0.38943,0,228,0.00,Call,03/17/25,17.95%
"6,450.00",4.40,3.55,12.75%,0.02626,0.00017,-0.13476,1.73530,0.37066,0,"10,631",0.00,Call,03/14/25,17.95%
"6,460.00",5.65,3.35,12.76%,0.02492,0.00016,-0.12897,1.66138,0.35193,0,370,0.00,Call,03/10/25,17.95%
"6,470.00",3.30,3.15,12.76%,0.02360,0.00015,-0.12307,1.58667,0.33323,0,274,0.00,Call,03/13/25,17.95%
"6,475.00",3.70,3.10,12.79%,0.02321,0.00015,-0.12161,1.56504,0.32783,0,"1,180",0.00,Call,03/14/25,17.95%
"6,480.00",3.40,2.97,12.77%,0.02241,0.00015,-0.11782,1.51920,0.31651,0,334,0.00,Call,03/17/25,17.95%
"6,490.00",4.10,2.82,12.80%,0.02137,0.00014,-0.11326,1.45937,0.30184,0,"1,738",0.00,Call,03/11/25,17.95%
"6,500.00",2.71,2.71,12.84%,0.02053,0.00014,-0.10974,1.41091,0.29004,355,"25,457",0.01,Call,"13:55 ET",17.95%
"6,525.00",3.01,2.30,12.83%,0.01774,0.00012,-0.09665,1.24629,0.25077,0,476,0.00,Call,03/17/25,17.95%
"6,550.00",2.21,2.03,12.90%,0.01576,0.00011,-0.08756,1.12635,0.22284,1,"5,652",0.00,Call,"09:33 ET",17.95%
"6,600.00",1.53,1.53,12.98%,0.01218,0.00009,-0.07023,0.90193,0.17231,51,"21,913",0.00,Call,"14:14 ET",17.95%
"6,650.00",1.27,1.27,13.22%,0.01013,0.00007,-0.06065,0.76828,0.14329,2,"9,558",0.00,Call,"13:59 ET",17.95%
"6,700.00",1.03,1.03,13.42%,0.00827,0.00006,-0.05131,0.64329,0.11700,50,"14,266",0.00,Call,"14:14 ET",17.95%
"6,750.00",1.00,0.85,13.63%,0.00685,0.00005,-0.04397,0.54469,0.09686,0,"6,148",0.00,Call,03/17/25,17.95%
"6,800.00",0.85,0.70,13.84%,0.00566,0.00004,-0.03756,0.46012,0.08007,0,"12,071",0.00,Call,03/17/25,17.95%
"6,850.00",0.55,0.55,13.97%,0.00450,0.00003,-0.03081,0.37520,0.06369,60,"3,066",0.02,Call,"15:54 ET",17.95%
"6,900.00",0.74,0.53,14.37%,0.00420,0.00003,-0.02973,0.35289,0.05943,0,"12,996",0.00,Call,03/11/25,17.95%
"6,950.00",0.40,0.45,14.61%,0.00359,0.00003,-0.02619,0.30669,0.05081,0,"2,289",0.00,Call,03/10/25,17.95%
"7,000.00",0.35,0.35,14.71%,0.00283,0.00002,-0.02123,0.24770,0.04009,14,"12,288",0.00,Call,"15:32 ET",17.95%
"7,050.00",0.47,0.38,15.26%,0.00292,0.00002,-0.02257,0.25465,0.04130,0,229,0.00,Call,03/06/25,17.95%
"7,100.00",0.45,0.33,15.49%,0.00253,0.00002,-0.02004,0.22324,0.03569,0,"5,674",0.00,Call,03/11/25,17.95%
"7,200.00",0.50,0.28,16.10%,0.00209,0.00001,-0.01746,0.18796,0.02950,0,"12,878",0.00,Call,03/12/25,17.95%
"7,300.00",0.30,0.25,16.80%,0.00184,0.00001,-0.01617,0.16754,0.02597,0,975,0.00,Call,03/17/25,17.95%
"7,400.00",0.30,0.22,17.45%,0.00161,0.00001,-0.01484,0.14850,0.02273,0,"3,791",0.00,Call,03/14/25,17.95%
"7,500.00",0.15,0.17,17.86%,0.00125,0.00001,-0.01199,0.11765,0.01761,0,"4,755",0.00,Call,03/11/25,17.95%
"7,600.00",0.25,0.18,18.63%,0.00120,0.00001,-0.01204,0.11360,0.01693,0,"2,916",0.00,Call,03/03/25,17.95%
"7,700.00",0.15,0.18,19.39%,0.00116,0.00001,-0.01209,0.10991,0.01632,0,627,0.00,Call,03/07/25,17.95%
"7,800.00",0.25,0.13,19.60%,0.00084,0.00001,-0.00905,0.08164,0.01181,0,"11,867",0.00,Call,03/10/25,17.95%
"7,900.00",0.20,0.12,20.31%,0.00081,0.00001,-0.00909,0.07922,0.01142,0,325,0.00,Call,03/10/25,17.95%
"8,000.00",0.05,0.13,21.01%,0.00079,0.00001,-0.00912,0.07699,0.01106,0,"1,097",0.00,Call,03/17/25,17.95%
"8,100.00",0.74,0.12,21.70%,0.00076,0.00000,-0.00915,0.07493,0.01073,0,119,0.00,Call,11/25/24,17.95%
"8,200.00",0.17,0.13,22.38%,0.00074,0.00000,-0.00917,0.07301,0.01042,0,"1,927",0.00,Call,02/13/25,17.95%
"8,300.00",0.35,0.10,22.67%,0.00060,0.00000,-0.00757,0.05956,0.00836,0,"4,652",0.00,Call,12/20/24,17.95%
"8,400.00",0.15,0.10,23.32%,0.00058,0.00000,-0.00759,0.05815,0.00814,0,438,0.00,Call,02/28/25,17.95%
"8,500.00",0.44,0.10,23.96%,0.00057,0.00000,-0.00761,0.05684,0.00793,0,98,0.00,Call,11/25/24,17.95%
"8,600.00",0.10,0.10,24.60%,0.00055,0.00000,-0.00763,0.05561,0.00774,0,"1,631",0.00,Call,03/13/25,17.95%
"8,700.00",0.10,0.10,25.22%,0.00054,0.00000,-0.00765,0.05445,0.00756,0,28,0.00,Call,03/13/25,17.95%
"8,800.00",0.25,0.10,25.84%,0.00053,0.00000,-0.00767,0.05335,0.00739,0,335,0.00,Call,11/18/24,17.95%
"8,900.00",0.30,0.10,26.44%,0.00052,0.00000,-0.00769,0.05232,0.00723,0,1,0.00,Call,12/16/24,17.95%
"9,000.00",0.10,0.08,26.50%,0.00039,0.00000,-0.00598,0.04065,0.00551,0,"3,736",0.00,Call,03/14/25,17.95%
"9,200.00",0.05,0.08,27.65%,0.00038,0.00000,-0.00601,0.03921,0.00529,0,2,0.00,Call,01/22/25,17.95%
"9,600.00",0.00,0.08,29.87%,0.00035,0.00000,-0.00606,0.03673,0.00492,0,0,0.00,Call,N/A,17.95%
"10,000.00",0.00,0.07,31.99%,0.00033,0.00000,-0.00611,0.03467,0.00461,0,0,0.00,Call,N/A,17.95%
"10,200.00",0.00,0.08,33.01%,0.00032,0.00000,-0.00614,0.03377,0.00448,0,0,0.00,Call,N/A,17.95%
"10,400.00",0.07,0.07,34.00%,0.00031,0.00000,-0.00616,0.03293,0.00435,0,30,0.00,Call,01/14/25,17.95%
"10,600.00",0.00,0.08,34.98%,0.00031,0.00000,-0.00618,0.03215,0.00424,0,0,0.00,Call,N/A,17.95%
"10,800.00",0.00,0.08,35.93%,0.00030,0.00000,-0.00620,0.03143,0.00413,0,0,0.00,Call,N/A,17.95%
"11,000.00",0.00,0.08,36.87%,0.00029,0.00000,-0.00622,0.03076,0.00403,0,0,0.00,Call,N/A,17.95%
"11,100.00",0.00,0.08,37.33%,0.00029,0.00000,-0.00623,0.03044,0.00398,0,0,0.00,Call,N/A,17.95%
"12,000.00",0.15,0.05,40.22%,0.00018,0.00000,-0.00439,0.01999,0.00253,0,432,0.00,Call,01/27/25,17.95%
200.00,0.05,0.00,0.00%,0.00000,0.00000,0.00000,0.00000,0.00000,0,"1,061",0.00,Put,02/14/25,17.95%
400.00,0.10,0.00,0.00%,0.00000,0.00000,0.00000,0.00000,0.00000,0,880,0.00,Put,01/31/25,17.95%
600.00,0.05,0.00,0.00%,0.00000,0.00000,0.00000,0.00000,0.00000,0,"2,355",0.00,Put,03/05/25,17.95%
800.00,0.10,0.00,0.00%,0.00000,0.00000,0.00000,0.00000,0.00000,0,"2,559",0.00,Put,03/11/25,17.95%
"1,000.00",0.18,0.18,104.87%,-0.00021,0.00000,-0.01248,0.02265,-0.00334,465,"6,909",0.07,Put,"10:12 ET",17.95%
"1,200.00",0.26,0.26,96.67%,-0.00032,0.00000,-0.01717,0.03384,-0.00509,465,"11,728",0.04,Put,"10:12 ET",17.95%
"1,400.00",0.30,0.38,89.88%,-0.00049,0.00000,-0.02350,0.04991,-0.00768,0,"4,696",0.00,Put,03/17/25,17.95%
"1,600.00",0.45,0.45,82.78%,-0.00064,0.00000,-0.02738,0.06321,-0.00983,2,"7,043",0.00,Put,"15:02 ET",17.95%
"1,800.00",0.70,0.70,78.33%,-0.00101,0.00000,-0.03977,0.09718,-0.01562,2,"6,425",0.00,Put,"15:05 ET",17.95%
"1,900.00",0.75,0.78,75.49%,-0.00116,0.00000,-0.04323,0.10970,-0.01777,0,"1,186",0.00,Put,03/17/25,17.95%
